image,number of instances,sunburn_ratio,diameter,circularity,density,aspect ratio,grade,average_hue,predict,Thinning
/workspace/regression_data/images1/objfolder20141229-40A-row20-centrePost12-vine5.jpg,38,0.02631578947368421,0.005307834007535013,0.7105263157894737,0.3394064495048509,1.224561403508772,1,32.026315789473685,56,True
/workspace/regression_data/images1/Copy of IMG_20170302_100211.jpg,51,0.0,0.0026756982683125053,0.4901960784313725,0.4317664572849921,1.1917355371900826,0,43.68627450980392,103,True
/workspace/regression_data/images1/objfolder20141229-40A-row82-centrePost8-vine1.jpg,55,0.03636363636363636,0.0017427327921896395,0.509090909090909,1.4769982466292069,1.5386416861826695,1,30.83636363636364,83,True
/workspace/regression_data/images1/objfolder20141229-40A-row68-centrePost20-vine3.jpg,40,0.0,0.0017671669325652864,0.55,1.423412379421222,1.157556270096463,0,37.95,78,True
/workspace/regression_data/images1/Copy of IMG_20170301_102305.jpg,100,0.0,0.0008343547642227536,0.59,2.3562872359874394,1.2292682926829268,0,31.76,237,True
/workspace/regression_data/images1/20170228_150653_HDR.jpg,24,0.0,0.003363007814742967,0.4583333333333333,0.5011813007455709,1.5982905982905984,0,32.958333333333336,55,True
/workspace/regression_data/images1/20170328_104656_HDR.jpg,38,0.0,0.004668818468836236,0.5526315789473685,0.3847877184453377,2.2403528114663724,0,44.157894736842096,53,True
/workspace/regression_data/images1/objfolder20141229-40A-row76-centrePost3-vine2.jpg,68,0.014705882352941175,0.004979697605273275,0.6029411764705882,0.3971383744979839,1.2099236641221374,1,28.20588235294117,106,True
/workspace/regression_data/images1/20170328_105140_HDR.jpg,27,0.07407407407407407,0.0036081114741607937,0.6666666666666666,0.3225839232688038,3.0726072607260733,2,49.074074074074076,43,False
/workspace/regression_data/images1/20170330_132937_HDR.jpg,43,0.627906976744186,0.005053373733371874,0.627906976744186,0.2354163573584891,1.9574468085106385,2,108.97674418604653,47,False
/workspace/regression_data/images1/Copy of IMG_20170302_102556.jpg,77,0.0,0.002890807271420978,0.5324675324675324,0.4530092346847552,0.6839729119638827,0,57.233766233766225,144,True
/workspace/regression_data/images1/20170328_101737_HDR.jpg,41,0.0,0.0035286849627760384,0.5121951219512195,0.4385605868108386,1.9782101167315176,0,63.12195121951221,57,True
/workspace/regression_data/images1/Copy of IMG_20170301_101337_84f218e5-42d5-4154-b7be-9e6d04c7251a.jpeg,100,0.0,0.0008561055625720071,0.57,2.404358905507729,1.0988505747126436,0,27.24,237,True
/workspace/regression_data/images1/20170301_124809_HDR.jpg,50,0.06,0.003269767440631419,0.6,0.3558677789778896,1.471330878485008,1,26.76,70,True
/workspace/regression_data/images1/objfolder20141229-40A-row7-centrePost10-vine5.jpg,36,0.05555555555555555,0.004871527205464901,0.75,0.3624489485575252,0.9174107142857144,1,32.5,49,False
/workspace/regression_data/images1/20170228_150503_HDR.jpg,30,0.16666666666666666,0.003419621216916049,0.5666666666666667,0.4005704389583711,1.3587188612099643,2,44.9,62,True
/workspace/regression_data/images1/objfolder20141229-40A-row14-centrePost20-vine4.jpg,37,0.027027027027027032,0.004103985366664818,0.6216216216216216,0.4464886750613764,1.3573770491803279,1,38.054054054054056,63,True
/workspace/regression_data/images1/20170330_112449_HDR.jpg,39,0.0,0.0009468561124906556,0.4615384615384616,2.478712166696812,1.6948915325402378,0,83.51282051282051,60,True
/workspace/regression_data/images1/20170330_092451_HDR.jpg,40,0.125,0.003287768927456862,0.575,0.4508214765583761,2.6580357142857145,2,73.9,53,True
/workspace/regression_data/images1/objfolder20141229-40A-row64-centrePost14-vine2.jpg,50,0.0,0.005205896038507986,0.66,0.3703132609139608,1.8267045454545447,0,37.24,82,True
/workspace/regression_data/images1/objfolder20141229-40A-row76-centrePost3-vine4.jpg,34,0.0,0.005141084410566514,0.6764705882352942,0.3707198900820769,1.206043956043956,0,45.08823529411765,53,True
/workspace/regression_data/images1/20170301_124028_HDR.jpg,46,0.32608695652173914,0.003379865057579384,0.7173913043478259,0.3474137230521088,1.6312014345487151,2,18.32608695652174,54,True
/workspace/regression_data/images1/objfolder20141229-40A-row82-centrePost8-vine3.jpg,34,0.0,0.0038007926376460313,0.6470588235294118,0.4590751718430697,1.8067226890756305,0,39.441176470588225,54,True
/workspace/regression_data/images1/20170228_143452_HDR.jpg,35,0.0,0.0038066171590428063,0.6,0.4430305306290283,1.6244579358196007,0,42.6,54,True
/workspace/regression_data/images1/20170330_093434_HDR.jpg,33,0.060606060606060615,0.003145861810224406,0.4848484848484849,0.33569564816424485,1.7997237569060769,2,51.78787878787879,33,False
/workspace/regression_data/images1/objfolder20141229-40A-row2-centrePost5-vine.jpg,51,0.0196078431372549,0.0042470122155972,0.6470588235294118,0.5493566703130698,2.1743119266055047,1,40.50980392156863,78,True
/workspace/regression_data/images1/Copy of IMG_20170302_102113.jpg,31,0.0,0.002712165279973005,0.4516129032258064,0.4373942702256909,1.1300639658848617,0,41.2258064516129,60,True
/workspace/regression_data/images1/20170330_091641_HDR.jpg,22,0.18181818181818185,0.0024769831026766947,0.8181818181818182,0.5036995551744466,1.9731318219983207,2,85.9090909090909,47,False
/workspace/regression_data/images1/Copy of IMG_20170301_102432.jpg,85,0.0,0.003936639140203194,0.4705882352941176,0.4094998790872697,1.173913043478261,0,27.94117647058824,162,True
/workspace/regression_data/images1/20170330_112147_HDR.jpg,44,0.2727272727272727,0.0035246843075710547,0.5909090909090909,0.5105060495900303,2.0789245446660884,2,84.70454545454545,51,True
/workspace/regression_data/images1/objfolder20141229-40A-row2-centrePost5-vine2.jpg,32,0.03125,0.005336735406719935,0.625,0.3418559182420666,1.0828729281767957,1,38.34375,42,False
/workspace/regression_data/images1/Copy of IMG_20170301_104713.jpg,100,0.0,0.003699911022306864,0.5,0.5018931559326198,1.267379679144385,0,26.64,237,True
/workspace/regression_data/images1/20170301_123811_HDR.jpg,13,0.0,0.003148381868605705,0.4615384615384616,0.453929397846095,1.1399416909620992,0,31.0,52,True
/workspace/regression_data/images1/Copy of IMG_20170301_101337.jpg,100,0.0,0.0008561055625720071,0.57,2.404358905507729,1.0988505747126436,0,27.24,237,True
/workspace/regression_data/images1/20170330_115559_HDR.jpg,54,0.1111111111111111,0.001424667060662653,0.4814814814814815,1.5035286300415451,2.293076923076923,2,99.27777777777777,77,True
/workspace/regression_data/images1/Copy of IMG_20170301_102509.jpg,48,0.02083333333333333,0.003054308014511937,0.5208333333333334,0.4641542539491758,1.06640625,1,27.25,102,True
/workspace/regression_data/images1/objfolder20141229-40A-row20-centrePost12-vine6.jpg,35,0.028571428571428567,0.0011656618623014227,0.7142857142857143,2.3589754694901464,1.4258760107816713,1,33.2,67,True
/workspace/regression_data/images1/Copy of IMG_20170302_100134.jpg,100,0.0,0.0007914804466192897,0.49,2.4192519420787395,1.2466666666666666,0,59.62,237,True
/workspace/regression_data/images1/Copy of IMG_20170302_101303.jpg,82,0.0,0.003293608565207321,0.4146341463414634,0.4588228488392865,1.4434470377019748,0,50.6829268292683,145,True
/workspace/regression_data/images1/Copy of IMG_20170301_104601.jpg,53,0.0,0.0028784045476978114,0.4150943396226415,0.4573530075380069,1.3137254901960784,0,28.188679245283016,101,True
/workspace/regression_data/images1/20170301_124929_HDR.jpg,45,0.022222222222222227,0.003328045349353161,0.6,0.5472482690486216,1.7931303669008587,1,25.511111111111113,76,True
/workspace/regression_data/images1/20170228_145608_HDR.jpg,33,0.060606060606060615,0.003623186701813709,0.3939393939393939,0.6710804549815684,1.6977225672877847,2,39.12121212121213,52,True
/workspace/regression_data/images1/20170228_132528_HDR.jpg,79,0.2531645569620253,0.005084944097528802,0.6835443037974683,0.3285489860224861,1.1297998918334236,2,27.810126582278482,133,True
/workspace/regression_data/images1/Copy of IMG_20170301_101142.jpg,62,0.0,0.0035691282579952788,0.4838709677419355,0.4417379382226595,1.8410757946210268,0,30.112903225806452,99,True
/workspace/regression_data/images1/20170228_151057_HDR.jpg,35,0.11428571428571427,0.0035020292719386533,0.5142857142857142,0.5640468678555098,1.875,1,38.68571428571428,53,True
/workspace/regression_data/images1/objfolder20141229-40A-row2-centrePost5-vine1.jpg,36,0.05555555555555555,0.0011937964038265046,0.6666666666666666,2.423133453863666,1.3789473684210527,1,44.22222222222222,61,True
/workspace/regression_data/images1/20170228_143658_HDR.jpg,43,0.04651162790697674,0.0038357618450255717,0.4418604651162791,0.5995791320414896,1.5134453781512605,1,39.30232558139535,61,True
/workspace/regression_data/images1/20170328_104301_HDR.jpg,55,0.01818181818181818,0.0015547146700496512,0.4909090909090909,1.4447272306703467,1.7809452363090772,1,59.10909090909091,92,True
/workspace/regression_data/images1/20170228_150916_HDR.jpg,19,0.0,0.003166378230033794,0.5789473684210527,0.5426971958253751,1.3043052837573386,0,34.68421052631579,63,True
/workspace/regression_data/images1/Copy of IMG_20170302_103450.jpg,28,0.0,0.002627717737431536,0.4642857142857143,0.4571969968463303,1.1743119266055049,0,46.5,58,True
/workspace/regression_data/images1/Copy of IMG_20170302_103538.jpg,52,0.0,0.003277614719652261,0.5576923076923077,0.42692074451215856,1.4597315436241611,0,32.32692307692308,88,True
/workspace/regression_data/images1/20170330_140036_HDR.jpg,23,0.2608695652173913,0.002911333871283136,0.6956521739130435,0.3953745131465305,0.8598506605399195,2,71.08695652173913,37,False
/workspace/regression_data/images1/20170330_091955_HDR.jpg,68,0.08823529411764706,0.004043758983028127,0.5588235294117647,0.3740953279792351,1.2737722048066875,2,92.05882352941177,73,True
/workspace/regression_data/images1/Copy of IMG_20170302_103538_96b6ed3e-d1f3-43b9-b055-d95eb41eb005.jpeg,52,0.0,0.003277614719652261,0.5576923076923077,0.42692074451215856,1.4597315436241611,0,32.32692307692308,88,True
/workspace/regression_data/images1/Copy of IMG_20170302_100150.jpg,49,0.0,0.00282755267410575,0.5510204081632653,0.4248425378117941,1.2311827956989247,0,50.48979591836735,94,True
/workspace/regression_data/images1/20170330_114435_HDR.jpg,56,0.16071428571428573,0.0014848464017306372,0.5,1.5117431397611076,1.867732558139535,2,78.23214285714286,75,True
/workspace/regression_data/images1/Copy of IMG_20170301_104510.jpg,100,0.0,0.0008459300667389197,0.47,3.440073530566047,0.8587848932676518,0,29.18,237,True
/workspace/regression_data/images1/20170301_125418_HDR.jpg,32,0.0,0.00408682025772273,0.4375,0.6175153139356815,1.3326530612244898,0,31.03125,76,True
/workspace/regression_data/images1/20170330_095528_HDR.jpg,55,0.14545454545454545,0.0012249292948111553,0.4727272727272727,2.533195762357459,1.954198473282443,2,95.14545454545454,77,True
/workspace/regression_data/images1/Copy of IMG_20170302_102101.jpg,61,0.0,0.0028906744217034085,0.459016393442623,0.4463076127196599,1.167487684729064,0,48.885245901639344,109,True
/workspace/regression_data/images1/20170330_090222_HDR.jpg,85,0.2235294117647059,0.0011321830558262368,0.4941176470588236,2.553221409718316,1.9005235602094241,2,96.85882352941178,173,True
/workspace/regression_data/images1/objfolder20141229-40A-row64-centrePost14-vine3.jpg,45,0.0,0.004569248513885192,0.7555555555555555,0.3368298368298368,0.8636363636363636,0,30.222222222222207,65,True
/workspace/regression_data/images1/Copy of IMG_20170301_101412.jpg,85,0.0,0.003496458617088877,0.4823529411764706,0.5257104283855661,1.1583629893238434,0,29.70588235294117,157,True
/workspace/regression_data/images1/Copy of IMG_20170301_103540.jpg,56,0.0,0.0030926799248965444,0.44642857142857145,0.462403760857982,1.0769230769230769,0,26.25,111,True
/workspace/regression_data/images1/objfolder20141229-40A-row14-centrePost20-vine2.jpg,41,0.0,0.0038372248864919616,0.6829268292682927,0.44030031065335495,1.4186046511627908,0,36.58536585365854,68,True
/workspace/regression_data/images1/20170330_115249_HDR.jpg,57,0.21052631578947367,0.0035012273230488372,0.43859649122807015,0.4749960286312327,1.9809523809523808,2,97.10526315789473,74,True
/workspace/regression_data/images1/Copy of IMG_20170302_102619.jpg,46,0.0,0.003209892643584239,0.3695652173913043,0.4828699931910941,1.6833976833976834,0,44.52173913043478,78,True
/workspace/regression_data/images1/objfolder20141229-40A-row7-centrePost10-vine2.jpg,27,0.1111111111111111,0.004962515628545086,0.5925925925925926,0.4260277268773021,1.5862068965517242,2,46.185185185185176,62,True
/workspace/regression_data/images1/objfolder20141229-40A-row68-centrePost20-vine1.jpg,20,0.0,0.00437859354268023,0.55,0.40118003466515256,1.408256880733945,0,40.9,59,True
/workspace/regression_data/images1/20170330_111936_HDR.jpg,50,0.44,0.0013321466509718354,0.52,1.5222427769196691,2.0278745644599305,2,85.58,74,True
/workspace/regression_data/images1/20170330_110045_HDR.jpg,42,0.023809523809523808,0.0012408606163303321,0.5714285714285714,1.4609368117741297,1.3688573120189462,1,96.71428571428572,67,True
/workspace/regression_data/images1/Copy of IMG_20170301_101412_fbda3b3c-8442-4b23-a866-91ed83fa52ac.jpeg,85,0.0,0.003496458617088877,0.4823529411764706,0.5257104283855661,1.1583629893238434,0,29.70588235294117,157,True
/workspace/regression_data/images1/20170330_105152_HDR.jpg,62,0.0967741935483871,0.001095254103168776,0.41935483870967744,2.475522487026556,1.8486370157819223,2,85.53225806451613,80,True
/workspace/regression_data/images1/objfolder20141229-40A-row82-centrePost8-vine2.jpg,30,0.0,0.003989416001764,0.6,0.40398345122466217,1.2972972972972974,0,36.23333333333333,65,True
/workspace/regression_data/images1/20170330_095642_HDR.jpg,36,0.16666666666666666,0.001299538431944129,0.6666666666666666,1.4599951508907367,2.3837011884550083,2,80.02777777777777,50,False
/workspace/regression_data/images1/20170330_131328_HDR.jpg,44,0.2272727272727273,0.0010128932901498887,0.4318181818181818,2.4430456338132966,1.657347670250896,2,83.22727272727273,61,True
/workspace/regression_data/images1/20170330_095356_HDR.jpg,46,0.32608695652173914,0.0015717668476481026,0.4130434782608696,1.454114215206294,2.183172655565293,2,65.52173913043478,54,True
/workspace/regression_data/images1/20170330_114636_HDR.jpg,41,0.14634146341463414,0.003748805037112669,0.6341463414634146,0.3632914921600834,1.6480565371024736,2,105.92682926829269,49,False
/workspace/regression_data/images1/Copy of IMG_20170301_101237.jpg,38,0.0,0.0028840939102764834,0.5263157894736842,0.4371897277153893,1.4239631336405534,0,26.052631578947373,65,True
/workspace/regression_data/images1/20170301_122302_HDR.jpg,30,0.06666666666666668,0.003734521788547547,0.6666666666666666,0.5394893216449962,1.4280193236714975,1,28.43333333333333,50,False
/workspace/regression_data/images1/Copy of IMG_20170301_103300.jpg,70,0.014285714285714284,0.0029102720380428607,0.4428571428571429,0.5179577987698235,1.5070821529745042,1,25.514285714285716,132,True
/workspace/regression_data/images1/Copy of IMG_20170301_103714.jpg,62,0.0,0.003066934047850197,0.5161290322580645,0.43380285482673203,1.2152230971128608,0,27.935483870967737,113,True
/workspace/regression_data/images1/20170228_144749_HDR.jpg,37,0.21621621621621626,0.0037964420807380366,0.4324324324324325,0.6440896971598038,1.5094696969696968,2,43.37837837837838,55,True
/workspace/regression_data/images1/Copy of IMG_20170301_104410.jpg,43,0.0,0.0025087477892955946,0.5116279069767442,0.5260211871800837,0.9120521172638436,0,24.255813953488367,81,True
